"Variant Id","Parent Id",Product_ID,Name,Description,Product_URL,Price,Images_URL,"Additional Image","Compare At Price",Category,Gender,Brand,EAN,Quantity,Availability,Size,"Variant Option 2",Shipping_cost,Color,Fabric,Style,Pattern,Occasion
42598709264607,7588711203039,011432000723C102,"Beatrice - Camicia essential in seta",}},https://www.mantero.com/products/camicia-essential-in-seta-beatrice-grand-tour-azzurro?variant=42598709264607&om=8096,385.00,"https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011432000723C102_01.jpg?v=1645459713, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011432000723C102_02.jpg?v=1645459713, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011432000723C102_03.jpg?v=1645459713, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011432000723C102_04.jpg?v=1645459713",123,0.00,"Women > Abbigliamento > Bluse e Camicie|Blouses and Shirts",Women,"Mantero 1902",8300924117009,1,"in stock",S,"",0,"","","","",""
42598709297375,7588711203039,011432000723C103,"Beatrice - Camicia essential in seta",}},https://www.mantero.com/products/camicia-essential-in-seta-beatrice-grand-tour-azzurro?variant=42598709297375&om=8096,385.00,"https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011432000723C102_01.jpg?v=1645459713, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011432000723C102_02.jpg?v=1645459713, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011432000723C102_03.jpg?v=1645459713, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011432000723C102_04.jpg?v=1645459713",123,0.00,"Women > Abbigliamento > Bluse e Camicie|Blouses and Shirts",Women,"Mantero 1902",8300924117016,2,"in stock",M,"",0,"","","","",""
42598709330143,7588711203039,011432000723C104,"Beatrice - Camicia essential in seta",}},https://www.mantero.com/products/camicia-essential-in-seta-beatrice-grand-tour-azzurro?variant=42598709330143&om=8096,385.00,"https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011432000723C102_01.jpg?v=1645459713, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011432000723C102_02.jpg?v=1645459713, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011432000723C102_03.jpg?v=1645459713, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011432000723C102_04.jpg?v=1645459713",123,0.00,"Women > Abbigliamento > Bluse e Camicie|Blouses and Shirts",Women,"Mantero 1902",8300924117023,1,"in stock",L,"",0,"","","","",""
42598709592287,7588711366879,011422770726C102,"Beatrice - Camicia essential in seta",}},https://www.mantero.com/products/camicia-essential-in-seta-beatrice-wisteria-lane-fucsia?variant=42598709592287&om=8096,385.00,"https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011422770726C102_01.jpg?v=1645459715, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011422770726C102_02.jpg?v=1645459715, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011422770726C102_03.jpg?v=1645459715, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011422770726C102_04.jpg?v=1645459715",123,0.00,"Women > Abbigliamento > Bluse e Camicie|Blouses and Shirts",Women,"Mantero 1902",8300924120795,1,"in stock",S,"",0,"","","","",""
42598709625055,7588711366879,011422770726C103,"Beatrice - Camicia essential in seta",}},https://www.mantero.com/products/camicia-essential-in-seta-beatrice-wisteria-lane-fucsia?variant=42598709625055&om=8096,385.00,"https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011422770726C102_01.jpg?v=1645459715, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011422770726C102_02.jpg?v=1645459715, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011422770726C102_03.jpg?v=1645459715, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011422770726C102_04.jpg?v=1645459715",123,0.00,"Women > Abbigliamento > Bluse e Camicie|Blouses and Shirts",Women,"Mantero 1902",8300924120825,2,"in stock",M,"",0,"","","","",""
42598709657823,7588711366879,011422770726C104,"Beatrice - Camicia essential in seta",}},https://www.mantero.com/products/camicia-essential-in-seta-beatrice-wisteria-lane-fucsia?variant=42598709657823&om=8096,385.00,"https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011422770726C102_01.jpg?v=1645459715, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011422770726C102_02.jpg?v=1645459715, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011422770726C102_03.jpg?v=1645459715, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011422770726C102_04.jpg?v=1645459715",123,0.00,"Women > Abbigliamento > Bluse e Camicie|Blouses and Shirts",Women,"Mantero 1902",8300924120832,1,"in stock",L,"",0,"","","","",""
42598710903007,7588711923935,011872811725S102,"Patti - Spolverino in seta",}},https://www.mantero.com/products/spolverino-in-seta-patti-explosion-giallo?variant=42598710903007&om=8096,800.00,"https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811725S102_01.jpg?v=1647426752, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811725S102_02.jpg?v=1647426752, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811725S102_03.jpg?v=1647426752, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811725S102_04.jpg?v=1647426752",123,0.00,"Women > Abbigliamento > Spolverini e Cappotti|Coats",Women,"Mantero 1902",8300924119676,0,"out of stock",S,"",0,"","","","",""
42598710935775,7588711923935,011872811725S103,"Patti - Spolverino in seta",}},https://www.mantero.com/products/spolverino-in-seta-patti-explosion-giallo?variant=42598710935775&om=8096,800.00,"https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811725S102_01.jpg?v=1647426752, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811725S102_02.jpg?v=1647426752, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811725S102_03.jpg?v=1647426752, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811725S102_04.jpg?v=1647426752",123,0.00,"Women > Abbigliamento > Spolverini e Cappotti|Coats",Women,"Mantero 1902",8300924131487,1,"in stock",M,"",0,"","","","",""
42598710968543,7588711923935,011872811725S104,"Patti - Spolverino in seta",}},https://www.mantero.com/products/spolverino-in-seta-patti-explosion-giallo?variant=42598710968543&om=8096,800.00,"https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811725S102_01.jpg?v=1647426752, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811725S102_02.jpg?v=1647426752, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811725S102_03.jpg?v=1647426752, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811725S102_04.jpg?v=1647426752",123,0.00,"Women > Abbigliamento > Spolverini e Cappotti|Coats",Women,"Mantero 1902",8300924131494,1,"in stock",L,"",0,"","","","",""
42598711034079,7588711989471,011872811726S102,"Patti - Spolverino in seta",}},https://www.mantero.com/products/spolverino-in-seta-patti-wisteria-lane-nero?variant=42598711034079&om=8096,800.00,"https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811726S102_01.jpg?v=1645459720, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811726S102_02.jpg?v=1645459720, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811726S102_03.jpg?v=1645459720, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811726S102_04.jpg?v=1645459720",123,0.00,"Women > Abbigliamento > Spolverini e Cappotti|Coats",Women,"Mantero 1902",8300924122218,1,"in stock",S,"",0,"","","","",""
42598711066847,7588711989471,011872811726S103,"Patti - Spolverino in seta",}},https://www.mantero.com/products/spolverino-in-seta-patti-wisteria-lane-nero?variant=42598711066847&om=8096,800.00,"https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811726S102_01.jpg?v=1645459720, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811726S102_02.jpg?v=1645459720, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811726S102_03.jpg?v=1645459720, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811726S102_04.jpg?v=1645459720",123,0.00,"Women > Abbigliamento > Spolverini e Cappotti|Coats",Women,"Mantero 1902",8300924131500,1,"in stock",M,"",0,"","","","",""
42598711099615,7588711989471,011872811726S104,"Patti - Spolverino in seta",}},https://www.mantero.com/products/spolverino-in-seta-patti-wisteria-lane-nero?variant=42598711099615&om=8096,800.00,"https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811726S102_01.jpg?v=1645459720, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811726S102_02.jpg?v=1645459720, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811726S102_03.jpg?v=1645459720, https://cdn.shopify.com/s/files/1/0600/6692/2719/products/011872811726S102_04.jpg?v=1645459720",123,0.00,"Women > Abbigliamento > Spolverini e Cappotti|Coats",Women,"Mantero 1902",8300924131517,1,"in stock",L,"",0,"","","","",""
